Lower tier local authorities Code,Lower tier local authorities,Age (61 categories) Code,Age (61 categories),Sex (2 categories) Code,Sex (2 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Tenure of household (7 categories) Code,Tenure of household (7 categories),Observation
E06000023,Bristol,25,Aged 39 years,1,Female,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,10
E06000023,Bristol,25,Aged 39 years,1,Female,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,30
E06000023,Bristol,25,Aged 39 years,1,Female,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,25,Aged 39 years,1,Female,4,White,-8,Does not apply,0
E06000023,Bristol,25,Aged 39 years,1,Female,4,White,0,Owned: Owns outright,199
E06000023,Bristol,25,Aged 39 years,1,Female,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1575
E06000023,Bristol,25,Aged 39 years,1,Female,4,White,2,Social rented: Rents from council or Local Authority,325
E06000023,Bristol,25,Aged 39 years,1,Female,4,White,3,Social rented: Other social rented,97
E06000023,Bristol,25,Aged 39 years,1,Female,4,White,4,Private rented: Private landlord or letting agency,532
E06000023,Bristol,25,Aged 39 years,1,Female,4,White,5,Private rented: Other private rented or lives rent free,49
E06000023,Bristol,25,Aged 39 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,25,Aged 39 years,1,Female,5,Other ethnic group,0,Owned: Owns outright,3
E06000023,Bristol,25,Aged 39 years,1,Female,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,21
E06000023,Bristol,25,Aged 39 years,1,Female,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,17
E06000023,Bristol,25,Aged 39 years,1,Female,5,Other ethnic group,3,Social rented: Other social rented,4
E06000023,Bristol,25,Aged 39 years,1,Female,5,Other ethnic group,4,Private rented: Private landlord or letting agency,21
E06000023,Bristol,25,Aged 39 years,1,Female,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,25,Aged 39 years,2,Male,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,25,Aged 39 years,2,Male,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,25,Aged 39 years,2,Male,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,25,Aged 39 years,2,Male,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,25,Aged 39 years,2,Male,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,25,Aged 39 years,2,Male,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,25,Aged 39 years,2,Male,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,25,Aged 39 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,25,Aged 39 years,2,Male,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,26
E06000023,Bristol,25,Aged 39 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,122
E06000023,Bristol,25,Aged 39 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,12
E06000023,Bristol,25,Aged 39 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,8
E06000023,Bristol,25,Aged 39 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,89
E06000023,Bristol,25,Aged 39 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,10
E06000023,Bristol,25,Aged 39 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,25,Aged 39 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,3
E06000023,Bristol,25,Aged 39 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,21
E06000023,Bristol,25,Aged 39 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,55
E06000023,Bristol,25,Aged 39 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,21
E06000023,Bristol,25,Aged 39 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,36
E06000023,Bristol,25,Aged 39 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,7
E06000023,Bristol,25,Aged 39 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,25,Aged 39 years,2,Male,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,12
E06000023,Bristol,25,Aged 39 years,2,Male,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,50
E06000023,Bristol,25,Aged 39 years,2,Male,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,8
E06000023,Bristol,25,Aged 39 years,2,Male,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,1
E06000023,Bristol,25,Aged 39 years,2,Male,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,28
E06000023,Bristol,25,Aged 39 years,2,Male,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,2
E06000023,Bristol,25,Aged 39 years,2,Male,4,White,-8,Does not apply,0
E06000023,Bristol,25,Aged 39 years,2,Male,4,White,0,Owned: Owns outright,242
E06000023,Bristol,25,Aged 39 years,2,Male,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1554
E06000023,Bristol,25,Aged 39 years,2,Male,4,White,2,Social rented: Rents from council or Local Authority,166
E06000023,Bristol,25,Aged 39 years,2,Male,4,White,3,Social rented: Other social rented,65
E06000023,Bristol,25,Aged 39 years,2,Male,4,White,4,Private rented: Private landlord or letting agency,762
E06000023,Bristol,25,Aged 39 years,2,Male,4,White,5,Private rented: Other private rented or lives rent free,71
E06000023,Bristol,25,Aged 39 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,25,Aged 39 years,2,Male,5,Other ethnic group,0,Owned: Owns outright,6
E06000023,Bristol,25,Aged 39 years,2,Male,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,20
E06000023,Bristol,25,Aged 39 years,2,Male,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,11
E06000023,Bristol,25,Aged 39 years,2,Male,5,Other ethnic group,3,Social rented: Other social rented,4
E06000023,Bristol,25,Aged 39 years,2,Male,5,Other ethnic group,4,Private rented: Private landlord or letting agency,50
E06000023,Bristol,25,Aged 39 years,2,Male,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,6
E06000023,Bristol,26,Aged 40 years,1,Female,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,1,Female,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,26,Aged 40 years,1,Female,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,26,Aged 40 years,1,Female,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,26,Aged 40 years,1,Female,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,26,Aged 40 years,1,Female,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,26,Aged 40 years,1,Female,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,26,Aged 40 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,1,Female,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,31
E06000023,Bristol,26,Aged 40 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,147
E06000023,Bristol,26,Aged 40 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,22
E06000023,Bristol,26,Aged 40 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,18
E06000023,Bristol,26,Aged 40 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,74
E06000023,Bristol,26,Aged 40 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,8
E06000023,Bristol,26,Aged 40 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,4
E06000023,Bristol,26,Aged 40 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,32
E06000023,Bristol,26,Aged 40 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,106
E06000023,Bristol,26,Aged 40 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,40
E06000023,Bristol,26,Aged 40 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,41
E06000023,Bristol,26,Aged 40 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,2
E06000023,Bristol,26,Aged 40 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,1,Female,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,10
E06000023,Bristol,26,Aged 40 years,1,Female,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,63
E06000023,Bristol,26,Aged 40 years,1,Female,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,20
E06000023,Bristol,26,Aged 40 years,1,Female,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,13
E06000023,Bristol,26,Aged 40 years,1,Female,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,26
E06000023,Bristol,26,Aged 40 years,1,Female,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,26,Aged 40 years,1,Female,4,White,-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,1,Female,4,White,0,Owned: Owns outright,228
E06000023,Bristol,26,Aged 40 years,1,Female,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1590
E06000023,Bristol,26,Aged 40 years,1,Female,4,White,2,Social rented: Rents from council or Local Authority,285
E06000023,Bristol,26,Aged 40 years,1,Female,4,White,3,Social rented: Other social rented,96
E06000023,Bristol,26,Aged 40 years,1,Female,4,White,4,Private rented: Private landlord or letting agency,507
E06000023,Bristol,26,Aged 40 years,1,Female,4,White,5,Private rented: Other private rented or lives rent free,39
E06000023,Bristol,26,Aged 40 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,1,Female,5,Other ethnic group,0,Owned: Owns outright,3
E06000023,Bristol,26,Aged 40 years,1,Female,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,20
E06000023,Bristol,26,Aged 40 years,1,Female,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,16
E06000023,Bristol,26,Aged 40 years,1,Female,5,Other ethnic group,3,Social rented: Other social rented,8
E06000023,Bristol,26,Aged 40 years,1,Female,5,Other ethnic group,4,Private rented: Private landlord or letting agency,32
E06000023,Bristol,26,Aged 40 years,1,Female,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,3
E06000023,Bristol,26,Aged 40 years,2,Male,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,2,Male,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,26,Aged 40 years,2,Male,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,26,Aged 40 years,2,Male,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,26,Aged 40 years,2,Male,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,26,Aged 40 years,2,Male,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,26,Aged 40 years,2,Male,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,26,Aged 40 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,2,Male,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,27
E06000023,Bristol,26,Aged 40 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,110
E06000023,Bristol,26,Aged 40 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,21
E06000023,Bristol,26,Aged 40 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,5
E06000023,Bristol,26,Aged 40 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,92
E06000023,Bristol,26,Aged 40 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,13
E06000023,Bristol,26,Aged 40 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,6
E06000023,Bristol,26,Aged 40 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,26
E06000023,Bristol,26,Aged 40 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,77
E06000023,Bristol,26,Aged 40 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,22
E06000023,Bristol,26,Aged 40 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,35
E06000023,Bristol,26,Aged 40 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,6
E06000023,Bristol,26,Aged 40 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,2,Male,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,5
E06000023,Bristol,26,Aged 40 years,2,Male,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,48
E06000023,Bristol,26,Aged 40 years,2,Male,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,8
E06000023,Bristol,26,Aged 40 years,2,Male,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,9
E06000023,Bristol,26,Aged 40 years,2,Male,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,33
E06000023,Bristol,26,Aged 40 years,2,Male,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,5
E06000023,Bristol,26,Aged 40 years,2,Male,4,White,-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,2,Male,4,White,0,Owned: Owns outright,265
E06000023,Bristol,26,Aged 40 years,2,Male,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1629
E06000023,Bristol,26,Aged 40 years,2,Male,4,White,2,Social rented: Rents from council or Local Authority,188
E06000023,Bristol,26,Aged 40 years,2,Male,4,White,3,Social rented: Other social rented,72
E06000023,Bristol,26,Aged 40 years,2,Male,4,White,4,Private rented: Private landlord or letting agency,663
E06000023,Bristol,26,Aged 40 years,2,Male,4,White,5,Private rented: Other private rented or lives rent free,72
E06000023,Bristol,26,Aged 40 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,26,Aged 40 years,2,Male,5,Other ethnic group,0,Owned: Owns outright,5
E06000023,Bristol,26,Aged 40 years,2,Male,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,16
E06000023,Bristol,26,Aged 40 years,2,Male,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,15
E06000023,Bristol,26,Aged 40 years,2,Male,5,Other ethnic group,3,Social rented: Other social rented,4
E06000023,Bristol,26,Aged 40 years,2,Male,5,Other ethnic group,4,Private rented: Private landlord or letting agency,46
E06000023,Bristol,26,Aged 40 years,2,Male,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,5
E06000023,Bristol,27,Aged 41 years,1,Female,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,1,Female,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,27,Aged 41 years,1,Female,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,27,Aged 41 years,1,Female,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,27,Aged 41 years,1,Female,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,27,Aged 41 years,1,Female,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,27,Aged 41 years,1,Female,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,27,Aged 41 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,1,Female,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,40
E06000023,Bristol,27,Aged 41 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,138
E06000023,Bristol,27,Aged 41 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,25
E06000023,Bristol,27,Aged 41 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,8
E06000023,Bristol,27,Aged 41 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,62
E06000023,Bristol,27,Aged 41 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,6
E06000023,Bristol,27,Aged 41 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,5
E06000023,Bristol,27,Aged 41 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,30
E06000023,Bristol,27,Aged 41 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,116
E06000023,Bristol,27,Aged 41 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,49
E06000023,Bristol,27,Aged 41 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,48
E06000023,Bristol,27,Aged 41 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,27,Aged 41 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,1,Female,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,7
E06000023,Bristol,27,Aged 41 years,1,Female,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,49
E06000023,Bristol,27,Aged 41 years,1,Female,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,16
E06000023,Bristol,27,Aged 41 years,1,Female,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,5
E06000023,Bristol,27,Aged 41 years,1,Female,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,23
E06000023,Bristol,27,Aged 41 years,1,Female,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,3
E06000023,Bristol,27,Aged 41 years,1,Female,4,White,-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,1,Female,4,White,0,Owned: Owns outright,242
E06000023,Bristol,27,Aged 41 years,1,Female,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1515
E06000023,Bristol,27,Aged 41 years,1,Female,4,White,2,Social rented: Rents from council or Local Authority,322
E06000023,Bristol,27,Aged 41 years,1,Female,4,White,3,Social rented: Other social rented,96
E06000023,Bristol,27,Aged 41 years,1,Female,4,White,4,Private rented: Private landlord or letting agency,498
E06000023,Bristol,27,Aged 41 years,1,Female,4,White,5,Private rented: Other private rented or lives rent free,45
E06000023,Bristol,27,Aged 41 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,1,Female,5,Other ethnic group,0,Owned: Owns outright,5
E06000023,Bristol,27,Aged 41 years,1,Female,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,21
E06000023,Bristol,27,Aged 41 years,1,Female,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,19
E06000023,Bristol,27,Aged 41 years,1,Female,5,Other ethnic group,3,Social rented: Other social rented,5
E06000023,Bristol,27,Aged 41 years,1,Female,5,Other ethnic group,4,Private rented: Private landlord or letting agency,27
E06000023,Bristol,27,Aged 41 years,1,Female,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,27,Aged 41 years,2,Male,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,2,Male,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,27,Aged 41 years,2,Male,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,27,Aged 41 years,2,Male,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,27,Aged 41 years,2,Male,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,27,Aged 41 years,2,Male,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,27,Aged 41 years,2,Male,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,27,Aged 41 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,2,Male,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,26
E06000023,Bristol,27,Aged 41 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,102
E06000023,Bristol,27,Aged 41 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,22
E06000023,Bristol,27,Aged 41 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,11
E06000023,Bristol,27,Aged 41 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,51
E06000023,Bristol,27,Aged 41 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,6
E06000023,Bristol,27,Aged 41 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,10
E06000023,Bristol,27,Aged 41 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,19
E06000023,Bristol,27,Aged 41 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,93
E06000023,Bristol,27,Aged 41 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,26
E06000023,Bristol,27,Aged 41 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,44
E06000023,Bristol,27,Aged 41 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,3
E06000023,Bristol,27,Aged 41 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,2,Male,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,10
E06000023,Bristol,27,Aged 41 years,2,Male,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,30
E06000023,Bristol,27,Aged 41 years,2,Male,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,9
E06000023,Bristol,27,Aged 41 years,2,Male,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,7
E06000023,Bristol,27,Aged 41 years,2,Male,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,19
E06000023,Bristol,27,Aged 41 years,2,Male,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,2
E06000023,Bristol,27,Aged 41 years,2,Male,4,White,-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,2,Male,4,White,0,Owned: Owns outright,232
E06000023,Bristol,27,Aged 41 years,2,Male,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1524
E06000023,Bristol,27,Aged 41 years,2,Male,4,White,2,Social rented: Rents from council or Local Authority,211
E06000023,Bristol,27,Aged 41 years,2,Male,4,White,3,Social rented: Other social rented,68
E06000023,Bristol,27,Aged 41 years,2,Male,4,White,4,Private rented: Private landlord or letting agency,612
E06000023,Bristol,27,Aged 41 years,2,Male,4,White,5,Private rented: Other private rented or lives rent free,65
E06000023,Bristol,27,Aged 41 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,27,Aged 41 years,2,Male,5,Other ethnic group,0,Owned: Owns outright,3
E06000023,Bristol,27,Aged 41 years,2,Male,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,23
E06000023,Bristol,27,Aged 41 years,2,Male,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,10
E06000023,Bristol,27,Aged 41 years,2,Male,5,Other ethnic group,3,Social rented: Other social rented,6
E06000023,Bristol,27,Aged 41 years,2,Male,5,Other ethnic group,4,Private rented: Private landlord or letting agency,40
E06000023,Bristol,27,Aged 41 years,2,Male,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,28,Aged 42 years,1,Female,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,28,Aged 42 years,1,Female,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,28,Aged 42 years,1,Female,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,28,Aged 42 years,1,Female,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,28,Aged 42 years,1,Female,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,28,Aged 42 years,1,Female,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,28,Aged 42 years,1,Female,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,28,Aged 42 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,28,Aged 42 years,1,Female,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,29
E06000023,Bristol,28,Aged 42 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,133
E06000023,Bristol,28,Aged 42 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,18
E06000023,Bristol,28,Aged 42 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,8
E06000023,Bristol,28,Aged 42 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,41
E06000023,Bristol,28,Aged 42 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,10
