Lower tier local authorities Code,Lower tier local authorities,Age (61 categories) Code,Age (61 categories),Sex (2 categories) Code,Sex (2 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Tenure of household (7 categories) Code,Tenure of household (7 categories),Observation
E06000023,Bristol,19,Aged 33 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,15
E06000023,Bristol,19,Aged 33 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,99
E06000023,Bristol,19,Aged 33 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,8
E06000023,Bristol,19,Aged 33 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,19,Aged 33 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,7
E06000023,Bristol,19,Aged 33 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,25
E06000023,Bristol,19,Aged 33 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,46
E06000023,Bristol,19,Aged 33 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,20
E06000023,Bristol,19,Aged 33 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,53
E06000023,Bristol,19,Aged 33 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,5
E06000023,Bristol,19,Aged 33 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,19,Aged 33 years,2,Male,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,14
E06000023,Bristol,19,Aged 33 years,2,Male,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,61
E06000023,Bristol,19,Aged 33 years,2,Male,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,15
E06000023,Bristol,19,Aged 33 years,2,Male,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,4
E06000023,Bristol,19,Aged 33 years,2,Male,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,69
E06000023,Bristol,19,Aged 33 years,2,Male,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,2
E06000023,Bristol,19,Aged 33 years,2,Male,4,White,-8,Does not apply,0
E06000023,Bristol,19,Aged 33 years,2,Male,4,White,0,Owned: Owns outright,285
E06000023,Bristol,19,Aged 33 years,2,Male,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1697
E06000023,Bristol,19,Aged 33 years,2,Male,4,White,2,Social rented: Rents from council or Local Authority,220
E06000023,Bristol,19,Aged 33 years,2,Male,4,White,3,Social rented: Other social rented,75
E06000023,Bristol,19,Aged 33 years,2,Male,4,White,4,Private rented: Private landlord or letting agency,1281
E06000023,Bristol,19,Aged 33 years,2,Male,4,White,5,Private rented: Other private rented or lives rent free,93
E06000023,Bristol,19,Aged 33 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,19,Aged 33 years,2,Male,5,Other ethnic group,0,Owned: Owns outright,5
E06000023,Bristol,19,Aged 33 years,2,Male,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,11
E06000023,Bristol,19,Aged 33 years,2,Male,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,5
E06000023,Bristol,19,Aged 33 years,2,Male,5,Other ethnic group,3,Social rented: Other social rented,6
E06000023,Bristol,19,Aged 33 years,2,Male,5,Other ethnic group,4,Private rented: Private landlord or letting agency,51
E06000023,Bristol,19,Aged 33 years,2,Male,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,2
E06000023,Bristol,20,Aged 34 years,1,Female,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,1,Female,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,20,Aged 34 years,1,Female,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,20,Aged 34 years,1,Female,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,20,Aged 34 years,1,Female,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,20,Aged 34 years,1,Female,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,20,Aged 34 years,1,Female,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,20,Aged 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,33
E06000023,Bristol,20,Aged 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,130
E06000023,Bristol,20,Aged 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,28
E06000023,Bristol,20,Aged 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,16
E06000023,Bristol,20,Aged 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,95
E06000023,Bristol,20,Aged 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,12
E06000023,Bristol,20,Aged 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,5
E06000023,Bristol,20,Aged 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,24
E06000023,Bristol,20,Aged 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,82
E06000023,Bristol,20,Aged 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,34
E06000023,Bristol,20,Aged 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,49
E06000023,Bristol,20,Aged 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,20,Aged 34 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,1,Female,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,7
E06000023,Bristol,20,Aged 34 years,1,Female,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,65
E06000023,Bristol,20,Aged 34 years,1,Female,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,30
E06000023,Bristol,20,Aged 34 years,1,Female,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,15
E06000023,Bristol,20,Aged 34 years,1,Female,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,57
E06000023,Bristol,20,Aged 34 years,1,Female,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,20,Aged 34 years,1,Female,4,White,-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,1,Female,4,White,0,Owned: Owns outright,220
E06000023,Bristol,20,Aged 34 years,1,Female,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1738
E06000023,Bristol,20,Aged 34 years,1,Female,4,White,2,Social rented: Rents from council or Local Authority,331
E06000023,Bristol,20,Aged 34 years,1,Female,4,White,3,Social rented: Other social rented,93
E06000023,Bristol,20,Aged 34 years,1,Female,4,White,4,Private rented: Private landlord or letting agency,956
E06000023,Bristol,20,Aged 34 years,1,Female,4,White,5,Private rented: Other private rented or lives rent free,85
E06000023,Bristol,20,Aged 34 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,1,Female,5,Other ethnic group,0,Owned: Owns outright,1
E06000023,Bristol,20,Aged 34 years,1,Female,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,23
E06000023,Bristol,20,Aged 34 years,1,Female,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,20
E06000023,Bristol,20,Aged 34 years,1,Female,5,Other ethnic group,3,Social rented: Other social rented,15
E06000023,Bristol,20,Aged 34 years,1,Female,5,Other ethnic group,4,Private rented: Private landlord or letting agency,41
E06000023,Bristol,20,Aged 34 years,1,Female,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,3
E06000023,Bristol,20,Aged 34 years,2,Male,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,2,Male,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,20,Aged 34 years,2,Male,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,20,Aged 34 years,2,Male,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,20,Aged 34 years,2,Male,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,20,Aged 34 years,2,Male,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,20,Aged 34 years,2,Male,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,20,Aged 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,25
E06000023,Bristol,20,Aged 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,81
E06000023,Bristol,20,Aged 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,17
E06000023,Bristol,20,Aged 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,14
E06000023,Bristol,20,Aged 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,102
E06000023,Bristol,20,Aged 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,10
E06000023,Bristol,20,Aged 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,9
E06000023,Bristol,20,Aged 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,23
E06000023,Bristol,20,Aged 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,43
E06000023,Bristol,20,Aged 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,26
E06000023,Bristol,20,Aged 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,42
E06000023,Bristol,20,Aged 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,20,Aged 34 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,2,Male,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,19
E06000023,Bristol,20,Aged 34 years,2,Male,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,56
E06000023,Bristol,20,Aged 34 years,2,Male,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,15
E06000023,Bristol,20,Aged 34 years,2,Male,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,13
E06000023,Bristol,20,Aged 34 years,2,Male,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,56
E06000023,Bristol,20,Aged 34 years,2,Male,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,7
E06000023,Bristol,20,Aged 34 years,2,Male,4,White,-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,2,Male,4,White,0,Owned: Owns outright,274
E06000023,Bristol,20,Aged 34 years,2,Male,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1630
E06000023,Bristol,20,Aged 34 years,2,Male,4,White,2,Social rented: Rents from council or Local Authority,225
E06000023,Bristol,20,Aged 34 years,2,Male,4,White,3,Social rented: Other social rented,76
E06000023,Bristol,20,Aged 34 years,2,Male,4,White,4,Private rented: Private landlord or letting agency,1157
E06000023,Bristol,20,Aged 34 years,2,Male,4,White,5,Private rented: Other private rented or lives rent free,89
E06000023,Bristol,20,Aged 34 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,20,Aged 34 years,2,Male,5,Other ethnic group,0,Owned: Owns outright,6
E06000023,Bristol,20,Aged 34 years,2,Male,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,14
E06000023,Bristol,20,Aged 34 years,2,Male,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,11
E06000023,Bristol,20,Aged 34 years,2,Male,5,Other ethnic group,3,Social rented: Other social rented,3
E06000023,Bristol,20,Aged 34 years,2,Male,5,Other ethnic group,4,Private rented: Private landlord or letting agency,48
E06000023,Bristol,20,Aged 34 years,2,Male,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,2
E06000023,Bristol,21,Aged 35 years,1,Female,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,1,Female,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,21,Aged 35 years,1,Female,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,21,Aged 35 years,1,Female,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,21,Aged 35 years,1,Female,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,21,Aged 35 years,1,Female,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,21,Aged 35 years,1,Female,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,21,Aged 35 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,1,Female,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,27
E06000023,Bristol,21,Aged 35 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,119
E06000023,Bristol,21,Aged 35 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,24
E06000023,Bristol,21,Aged 35 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,14
E06000023,Bristol,21,Aged 35 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,95
E06000023,Bristol,21,Aged 35 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,11
E06000023,Bristol,21,Aged 35 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,8
E06000023,Bristol,21,Aged 35 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,23
E06000023,Bristol,21,Aged 35 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,105
E06000023,Bristol,21,Aged 35 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,57
E06000023,Bristol,21,Aged 35 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,40
E06000023,Bristol,21,Aged 35 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,21,Aged 35 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,1,Female,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,14
E06000023,Bristol,21,Aged 35 years,1,Female,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,61
E06000023,Bristol,21,Aged 35 years,1,Female,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,24
E06000023,Bristol,21,Aged 35 years,1,Female,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,13
E06000023,Bristol,21,Aged 35 years,1,Female,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,40
E06000023,Bristol,21,Aged 35 years,1,Female,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,21,Aged 35 years,1,Female,4,White,-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,1,Female,4,White,0,Owned: Owns outright,236
E06000023,Bristol,21,Aged 35 years,1,Female,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1700
E06000023,Bristol,21,Aged 35 years,1,Female,4,White,2,Social rented: Rents from council or Local Authority,346
E06000023,Bristol,21,Aged 35 years,1,Female,4,White,3,Social rented: Other social rented,120
E06000023,Bristol,21,Aged 35 years,1,Female,4,White,4,Private rented: Private landlord or letting agency,852
E06000023,Bristol,21,Aged 35 years,1,Female,4,White,5,Private rented: Other private rented or lives rent free,71
E06000023,Bristol,21,Aged 35 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,1,Female,5,Other ethnic group,0,Owned: Owns outright,2
E06000023,Bristol,21,Aged 35 years,1,Female,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,27
E06000023,Bristol,21,Aged 35 years,1,Female,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,15
E06000023,Bristol,21,Aged 35 years,1,Female,5,Other ethnic group,3,Social rented: Other social rented,12
E06000023,Bristol,21,Aged 35 years,1,Female,5,Other ethnic group,4,Private rented: Private landlord or letting agency,36
E06000023,Bristol,21,Aged 35 years,1,Female,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,21,Aged 35 years,2,Male,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,2,Male,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,21,Aged 35 years,2,Male,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,21,Aged 35 years,2,Male,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,21,Aged 35 years,2,Male,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,21,Aged 35 years,2,Male,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,21,Aged 35 years,2,Male,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,21,Aged 35 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,2,Male,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,34
E06000023,Bristol,21,Aged 35 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,105
E06000023,Bristol,21,Aged 35 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,18
E06000023,Bristol,21,Aged 35 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,7
E06000023,Bristol,21,Aged 35 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,129
E06000023,Bristol,21,Aged 35 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,7
E06000023,Bristol,21,Aged 35 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,7
E06000023,Bristol,21,Aged 35 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,21
E06000023,Bristol,21,Aged 35 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,57
E06000023,Bristol,21,Aged 35 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,31
E06000023,Bristol,21,Aged 35 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,70
E06000023,Bristol,21,Aged 35 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,21,Aged 35 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,2,Male,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,18
E06000023,Bristol,21,Aged 35 years,2,Male,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,58
E06000023,Bristol,21,Aged 35 years,2,Male,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,16
E06000023,Bristol,21,Aged 35 years,2,Male,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,11
E06000023,Bristol,21,Aged 35 years,2,Male,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,58
E06000023,Bristol,21,Aged 35 years,2,Male,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,21,Aged 35 years,2,Male,4,White,-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,2,Male,4,White,0,Owned: Owns outright,286
E06000023,Bristol,21,Aged 35 years,2,Male,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1684
E06000023,Bristol,21,Aged 35 years,2,Male,4,White,2,Social rented: Rents from council or Local Authority,209
E06000023,Bristol,21,Aged 35 years,2,Male,4,White,3,Social rented: Other social rented,71
E06000023,Bristol,21,Aged 35 years,2,Male,4,White,4,Private rented: Private landlord or letting agency,1057
E06000023,Bristol,21,Aged 35 years,2,Male,4,White,5,Private rented: Other private rented or lives rent free,85
E06000023,Bristol,21,Aged 35 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,21,Aged 35 years,2,Male,5,Other ethnic group,0,Owned: Owns outright,4
E06000023,Bristol,21,Aged 35 years,2,Male,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,17
E06000023,Bristol,21,Aged 35 years,2,Male,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,8
E06000023,Bristol,21,Aged 35 years,2,Male,5,Other ethnic group,3,Social rented: Other social rented,7
E06000023,Bristol,21,Aged 35 years,2,Male,5,Other ethnic group,4,Private rented: Private landlord or letting agency,57
E06000023,Bristol,21,Aged 35 years,2,Male,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,6
E06000023,Bristol,22,Aged 36 years,1,Female,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,22,Aged 36 years,1,Female,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,22,Aged 36 years,1,Female,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,22,Aged 36 years,1,Female,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,22,Aged 36 years,1,Female,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,22,Aged 36 years,1,Female,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,22,Aged 36 years,1,Female,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,22,Aged 36 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,22,Aged 36 years,1,Female,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,38
E06000023,Bristol,22,Aged 36 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,105
E06000023,Bristol,22,Aged 36 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,26
E06000023,Bristol,22,Aged 36 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,12
E06000023,Bristol,22,Aged 36 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,91
E06000023,Bristol,22,Aged 36 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,8
E06000023,Bristol,22,Aged 36 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,22,Aged 36 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,4
E06000023,Bristol,22,Aged 36 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,32
E06000023,Bristol,22,Aged 36 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,96
E06000023,Bristol,22,Aged 36 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,45
E06000023,Bristol,22,Aged 36 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,43
E06000023,Bristol,22,Aged 36 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,8
E06000023,Bristol,22,Aged 36 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,22,Aged 36 years,1,Female,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,12
E06000023,Bristol,22,Aged 36 years,1,Female,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,56
E06000023,Bristol,22,Aged 36 years,1,Female,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,24
E06000023,Bristol,22,Aged 36 years,1,Female,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,11
E06000023,Bristol,22,Aged 36 years,1,Female,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,48
E06000023,Bristol,22,Aged 36 years,1,Female,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,6
E06000023,Bristol,22,Aged 36 years,1,Female,4,White,-8,Does not apply,0
E06000023,Bristol,22,Aged 36 years,1,Female,4,White,0,Owned: Owns outright,208
E06000023,Bristol,22,Aged 36 years,1,Female,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,1659
E06000023,Bristol,22,Aged 36 years,1,Female,4,White,2,Social rented: Rents from council or Local Authority,311
E06000023,Bristol,22,Aged 36 years,1,Female,4,White,3,Social rented: Other social rented,111
E06000023,Bristol,22,Aged 36 years,1,Female,4,White,4,Private rented: Private landlord or letting agency,790
E06000023,Bristol,22,Aged 36 years,1,Female,4,White,5,Private rented: Other private rented or lives rent free,81
E06000023,Bristol,22,Aged 36 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,22,Aged 36 years,1,Female,5,Other ethnic group,0,Owned: Owns outright,1
E06000023,Bristol,22,Aged 36 years,1,Female,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,23
E06000023,Bristol,22,Aged 36 years,1,Female,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,20
E06000023,Bristol,22,Aged 36 years,1,Female,5,Other ethnic group,3,Social rented: Other social rented,6
